id,name,age,birth_date,height_cm,weight_kgs,overall_rating,potential,nationality,value_euro,wage_euro,position
13452,B. Beckeles,39,1985-11-28,182.88,83.9,69,69,Honduras,575000.0,6000.0,RB
13453,G. Robail,30,1994-01-09,182.88,73.0,69,72,France,1300000.0,25000.0,LM
13454,Marc Gual,28,1996-03-13,182.88,73.0,69,76,Spain,1500000.0,7000.0,ST
13455,J. George,32,1992-07-31,175.26,74.8,69,70,Germany,1200000.0,6000.0,RM
13456,L. Valzania,28,1996-03-05,182.88,77.1,69,78,Italy,1600000.0,11000.0,CM
13457,P. Reulet,30,1994-01-14,154.94,68.0,69,75,France,1100000.0,7000.0,GK
13460,J. Henry,35,1989-06-10,182.88,77.1,69,69,England,1000000.0,7000.0,CAM
13461,Renato Rochela,32,1992-02-29,187.96,77.1,69,69,Brazil,1100000.0,15000.0,CAM
13464,G. Milović,35,1989-01-29,195.58,92.1,69,69,Croatia,825000.0,7000.0,CB
13465,O. Hamzaoui,34,1990-11-29,185.42,76.2,69,69,Algeria,1100000.0,6000.0,ST
13466,A. Armstrong,27,1997-02-10,172.72,68.9,69,80,England,1800000.0,14000.0,LM
13468,I. Anya,36,1988-01-03,167.64,72.1,69,69,Scotland,1000000.0,21000.0,RW
13469,K. Bua,31,1993-08-11,154.94,76.2,69,72,Switzerland,1300000.0,11000.0,LM
13472,S. Lobjanidze,30,1994-12-18,175.26,62.1,69,75,Georgia,1400000.0,6000.0,LM
13475,M. Costanzo,36,1988-02-20,152.4,73.9,69,69,Switzerland,1000000.0,8000.0,CAM
13476,J. Meredith,36,1988-04-05,152.4,73.0,69,69,Australia,750000.0,7000.0,LB
13477,Ever Sineiro,36,1988-02-29,167.64,59.9,69,69,Brazil,1000000.0,13000.0,CAM
13478,E. Tozlu,34,1990-12-27,152.4,73.9,69,69,Turkey,1100000.0,8000.0,ST
13481,B. Paulsen,33,1991-07-02,190.5,77.1,69,72,Denmark,1100000.0,11000.0,CB
13483,Zhang Chengdong,35,1989-02-09,187.96,86.2,69,69,China PR,1000000.0,8000.0,RM
13485,J. Pérez,33,1991-03-23,152.4,72.1,69,70,Colombia,1200000.0,15000.0,ST
13486,A. Öztürk,31,1993-07-16,185.42,89.8,69,75,Belgium,1200000.0,9000.0,CDM
13487,C. Jenkinson,32,1992-02-08,185.42,77.1,69,70,England,1000000.0,34000.0,RB
13488,E. Lichaj,36,1988-11-17,152.4,79.8,69,69,United States,800000.0,13000.0,RB
13489,G. Boyd,39,1985-10-02,185.42,78.9,69,69,Scotland,825000.0,13000.0,RM
13492,Paulo Daineiro,40,1984-02-29,167.64,62.1,69,69,Brazil,525000.0,10000.0,CAM
13494,V. Anita,35,1989-04-04,167.64,66.2,69,69,Netherlands,825000.0,19000.0,CDM
13496,H. ter Avest,27,1997-05-20,182.88,78.0,69,77,Netherlands,1300000.0,8000.0,RB
13497,R. Stearman,37,1987-08-19,190.5,76.2,69,69,England,775000.0,6000.0,CB
13498,N. Gavory,29,1995-02-16,182.88,76.2,69,74,France,1200000.0,7000.0,LB
13499,G. Madine,34,1990-08-24,190.5,74.8,69,69,England,1100000.0,22000.0,ST
13503,I. Parlak,37,1987-01-18,154.94,73.9,69,69,Turkey,950000.0,11000.0,ST
13505,L. Boyce,33,1991-04-08,182.88,74.8,69,69,Northern Ireland,1100000.0,6000.0,ST
13506,C. Beck,36,1988-03-10,195.58,88.0,69,69,Germany,1000000.0,8000.0,ST
13507,Antonaldo Laforte,32,1992-02-29,152.4,82.1,69,69,Brazil,1100000.0,13000.0,CAM
13512,C. Roberts,29,1995-09-23,175.26,71.2,69,77,Wales,1300000.0,10000.0,RB
13513,F. Bahlouli,29,1995-04-08,182.88,82.1,69,76,France,1500000.0,12000.0,CAM
13517,E. Amor,29,1995-05-16,182.88,79.8,69,77,Argentina,1300000.0,6000.0,CB
13518,J. Wurtz,32,1992-06-19,182.88,78.0,69,70,Germany,1300000.0,11000.0,ST
13521,Y. Stark,34,1990-10-28,185.42,81.2,69,70,Germany,1000000.0,9000.0,CDM
13522,Cris,40,1984-01-17,152.4,72.1,69,69,Portugal,325000.0,6000.0,CDM
13525,L. Spendlhofer,31,1993-06-02,187.96,82.1,69,74,Austria,1200000.0,9000.0,CB
13526,H. Özmert,39,1985-06-03,182.88,79.8,69,69,Turkey,425000.0,8000.0,CDM
13529,B. Dja Djédjé,34,1990-12-23,170.18,71.2,69,69,Ivory Coast,875000.0,9000.0,RB
13532,D. Arzani,25,1999-01-04,170.18,73.0,69,83,Australia,2300000.0,20000.0,RM
13533,Y. Takahagi,38,1986-08-02,182.88,68.9,69,69,Japan,900000.0,6000.0,CM
13534,F. Bredlow,29,1995-03-02,190.5,89.8,69,74,Germany,1000000.0,7000.0,GK
13535,E. Lenjani,35,1989-08-05,175.26,64.9,69,69,Albania,825000.0,14000.0,LB
13536,M. Yatabaré,38,1986-01-26,185.42,69.9,69,69,Mali,850000.0,9000.0,ST
13537,F. Campbell,37,1987-09-13,172.72,82.1,69,69,England,1000000.0,15000.0,ST
13540,Filipe Ferreira,34,1990-09-09,152.4,72.1,69,69,Portugal,875000.0,9000.0,LB
13542,A. Tighadouini,32,1992-10-30,154.94,84.8,69,70,Morocco,1200000.0,6000.0,LW
13544,G. Bruno,33,1991-08-19,154.94,73.0,69,70,Belgium,1300000.0,8000.0,ST
13545,R. Brégerie,38,1986-08-09,190.5,89.8,69,69,France,700000.0,11000.0,CB
13546,I. Cardona,27,1997-08-08,185.42,77.1,69,78,France,1700000.0,21000.0,ST
13547,Vítor Gonçalves,32,1992-03-29,172.72,68.9,69,70,Portugal,1200000.0,6000.0,CM
13549,L. Klünter,28,1996-05-26,182.88,73.0,69,78,Germany,1400000.0,10000.0,RB
13554,S. Gustafson,29,1995-01-20,185.42,79.8,69,73,Sweden,1300000.0,16000.0,CM
13555,N. Thomsen,31,1993-05-08,154.94,74.8,69,71,Denmark,1300000.0,9000.0,LM
13558,M. Baudry,34,1990-01-26,187.96,82.1,69,69,Congo,850000.0,7000.0,CB
13559,J. Shackell,41,1983-09-27,193.04,83.0,69,69,England,325000.0,9000.0,CB
13561,A. Bouka Moutou,36,1988-11-28,175.26,76.2,69,69,Congo,800000.0,7000.0,LB
13562,L. Sequeira,29,1995-04-26,172.72,68.9,69,77,Argentina,1500000.0,6000.0,RM
13563,L. Peltier,38,1986-12-11,152.4,73.0,69,69,England,700000.0,19000.0,RB
13564,Fran Villalba,26,1998-05-11,167.64,64.9,69,79,Spain,1700000.0,11000.0,CM
13565,B. Mansilla,27,1997-04-16,154.94,78.9,69,80,Argentina,1800000.0,7000.0,LM
13566,G. Bojanich,39,1985-04-23,190.5,84.8,69,69,Argentina,425000.0,6000.0,CB
13569,S. Riether,41,1983-03-23,175.26,72.1,69,69,Germany,230000.0,9000.0,RB
13573,Farley,30,1994-01-14,152.4,64.9,69,72,Brazil,1300000.0,12000.0,LM
13574,P. Klandt,41,1983-09-29,182.88,84.8,69,69,Germany,425000.0,8000.0,GK
13575,M. Wagué,26,1998-10-04,152.4,69.9,69,81,Senegal,1600000.0,20000.0,RB
13577,A. Teikeu,34,1990-06-23,187.96,88.9,69,71,Cameroon,1000000.0,10000.0,CB
13578,M. Abero,34,1990-04-09,182.88,81.2,69,69,Uruguay,825000.0,6000.0,LB
13579,I. Jiménez,35,1989-08-13,175.26,71.2,69,69,Mexico,825000.0,22000.0,RB
13581,A. Barillà,36,1988-04-01,154.94,78.0,69,69,Italy,975000.0,18000.0,CM
13582,J. Hobbs,36,1988-08-18,190.5,84.8,69,69,England,825000.0,6000.0,CB
13584,R. Vilchis,35,1989-09-15,165.1,66.2,69,69,Mexico,1100000.0,6000.0,LM
13585,D. Rotariu,29,1995-07-29,154.94,72.1,69,75,Romania,1400000.0,10000.0,RW
13591,M. Pittón,30,1994-08-08,175.26,69.9,69,76,Argentina,1500000.0,6000.0,CM
13594,Cai Huikang,35,1989-10-10,182.88,82.1,69,69,China PR,850000.0,8000.0,CDM
13595,J. Gyamerah,29,1995-06-18,182.88,77.1,69,77,Germany,1300000.0,7000.0,RB
13597,I. Ouali,36,1988-05-21,175.26,69.9,69,69,Algeria,1000000.0,8000.0,LW
13600,V. Mannone,36,1988-03-02,187.96,79.8,69,69,Italy,675000.0,12000.0,GK
13603,Sandro Maceira,32,1992-02-29,152.4,73.9,69,69,Brazil,1100000.0,7000.0,CAM
13605,M. Cremonesi,36,1988-04-15,182.88,78.0,69,69,Italy,775000.0,6000.0,CB
13608,S. Çikalleshi,34,1990-07-27,185.42,79.8,69,69,Albania,1100000.0,9000.0,ST
13610,C. Strohdiek,36,1988-01-22,193.04,87.1,69,69,Germany,775000.0,6000.0,CB
13612,T. Weah,24,2000-02-22,185.42,66.2,69,85,United States,2200000.0,16000.0,ST
13620,A. Ndour,31,1993-12-20,185.42,69.9,69,71,Senegal,1100000.0,7000.0,LB
13627,Paulo Fajarda,32,1992-02-29,154.94,78.0,69,69,Brazil,925000.0,12000.0,CB
13629,K. D'Haene,34,1990-06-06,167.64,63.0,69,69,Belgium,825000.0,7000.0,LB
13630,D. McNeil,25,1999-11-22,182.88,68.0,69,81,England,1700000.0,11000.0,LM
13631,J. Sambia,28,1996-09-07,185.42,73.0,69,77,France,1500000.0,9000.0,CM
13632,E. Izaguirre,38,1986-05-10,152.4,77.1,69,69,Honduras,575000.0,21000.0,LB
13635,H. Arslan,36,1988-07-18,185.42,76.2,69,69,Turkey,825000.0,7000.0,CDM
13637,M. Watkins,34,1990-10-17,152.4,64.9,69,69,Wales,1100000.0,19000.0,RM
13638,A. Barkok,26,1998-05-21,187.96,74.8,69,81,Germany,1900000.0,11000.0,RM
13642,D. Jones,40,1984-11-04,182.88,79.8,69,69,England,625000.0,13000.0,CM
13644,M. Scozzarella,36,1988-06-05,175.26,64.9,69,69,Italy,975000.0,18000.0,CM
13645,C. Dibon,34,1990-11-02,182.88,78.9,69,71,Austria,1000000.0,8000.0,CB
13647,S. Salger,34,1990-01-30,182.88,76.2,69,70,Germany,950000.0,7000.0,CB
13649,David Rodríguez,38,1986-02-14,152.4,74.8,69,69,Spain,850000.0,6000.0,ST
13650,T. Jurić,33,1991-07-22,190.5,84.8,69,70,Australia,1300000.0,8000.0,ST
13653,C. Corvalán,35,1989-03-23,152.4,78.0,69,69,Argentina,800000.0,7000.0,LB
13654,A. Almici,31,1993-01-11,152.4,74.8,69,71,Italy,1100000.0,11000.0,RB
13656,A. Bastoni,25,1999-04-13,190.5,74.8,69,86,Italy,2000000.0,9000.0,CB
13658,J. Mees,28,1996-04-15,154.94,73.0,69,78,Germany,1600000.0,14000.0,LW
13659,Tang Miao,34,1990-10-16,152.4,73.9,69,69,China PR,875000.0,7000.0,RWB
13660,Miguelón,28,1996-01-18,170.18,68.0,69,77,Spain,1300000.0,11000.0,RB
13661,U. Çiftçi,32,1992-05-04,154.94,73.0,69,72,Turkey,1100000.0,7000.0,LB
13662,M. Gersbeck,29,1995-06-20,187.96,79.8,69,77,Germany,1200000.0,8000.0,GK
13663,E. Taşkıran,35,1989-11-05,190.5,83.0,69,71,Turkey,875000.0,7000.0,GK
13665,M. Rojas,33,1991-11-05,167.64,64.0,69,69,New Zealand,1100000.0,8000.0,RW
13666,N. Sangaré,30,1994-05-30,185.42,72.1,69,75,Turkey,1200000.0,7000.0,RB
13668,J. Vaughan,36,1988-07-14,182.88,83.0,69,69,England,1100000.0,27000.0,ST
13670,Q. Martinus,33,1991-03-07,182.88,69.9,69,69,Curacao,1100000.0,6000.0,RM
13675,T. Fontaine,33,1991-05-08,182.88,83.0,69,69,Madagascar,875000.0,8000.0,CB
13676,T. Guidara,28,1996-03-13,172.72,68.0,69,79,Argentina,1500000.0,6000.0,RB
13677,G. Carabajal,33,1991-12-09,152.4,74.8,69,69,Argentina,1100000.0,7000.0,RM
13678,T. Awoniyi,27,1997-08-12,182.88,73.9,69,78,Nigeria,1700000.0,31000.0,ST
13680,G. Kobel,27,1997-12-06,193.04,89.8,69,78,Switzerland,1200000.0,7000.0,GK
13681,Wu Xi,35,1989-02-19,154.94,74.8,69,69,China PR,1000000.0,10000.0,CM
13686,E. Hernández,38,1986-07-10,162.56,64.9,69,69,Mexico,700000.0,12000.0,LB
13687,R. Bormuth,29,1995-09-19,190.5,87.1,69,77,Germany,1300000.0,11000.0,CB
13692,Santamaría,39,1985-02-27,182.88,74.8,69,69,Spain,525000.0,8000.0,GK
13693,C. Dessers,30,1994-12-08,185.42,79.8,69,74,Belgium,1400000.0,9000.0,ST
13694,C. Bonilla,31,1993-06-02,187.96,79.8,69,72,Colombia,925000.0,7000.0,GK
13696,L. Maina,25,1999-06-23,172.72,69.9,69,82,Germany,2000000.0,7000.0,LM
13698,C. Techera,32,1992-05-31,157.48,68.0,69,70,Uruguay,1200000.0,7000.0,RM
13703,Rúben Macedo,28,1996-03-09,170.18,63.0,69,77,Portugal,1500000.0,6000.0,LW
13704,P. Daka,26,1998-10-09,182.88,71.2,69,86,Zambia,2300000.0,9000.0,ST
13705,Jaimosa Cavaco,36,1988-02-29,167.64,59.9,69,69,Brazil,750000.0,6000.0,RB
13706,S. Walsh,29,1995-03-14,154.94,73.0,69,74,Netherlands,1200000.0,6000.0,CDM
13707,S. Dallas,33,1991-04-19,182.88,81.2,69,69,Northern Ireland,1100000.0,19000.0,LM
13708,I. González,40,1984-07-08,182.88,83.9,69,69,Mexico,425000.0,12000.0,CB
13709,Carvamelinho,40,1984-02-29,152.4,74.8,69,69,Brazil,300000.0,12000.0,RB
13711,Q. Cornette,30,1994-01-17,172.72,74.8,69,72,France,1300000.0,8000.0,RM
13713,A. Ivan,27,1997-01-04,187.96,81.2,69,76,Romania,1500000.0,7000.0,LM
13714,Renatao Baumer,40,1984-02-29,152.4,76.2,69,69,Brazil,300000.0,6000.0,LB
13718,A. Vega,27,1997-11-25,172.72,77.1,69,78,Mexico,1700000.0,14000.0,ST
13721,P. Ziereis,31,1993-03-14,187.96,82.1,69,73,Germany,1100000.0,8000.0,CB
13723,M. Jacobs,32,1992-03-22,175.26,73.9,69,69,England,1100000.0,24000.0,LM
13724,M. Prietl,33,1991-08-03,187.96,78.9,69,71,Austria,1100000.0,7000.0,CDM
13726,Y. Thoelen,34,1990-07-18,187.96,88.9,69,71,Belgium,850000.0,7000.0,GK
13732,T. Bradshaw,32,1992-07-27,152.4,71.2,69,71,Wales,1300000.0,8000.0,ST
13736,M. van Duinen,33,1991-11-06,185.42,74.8,69,70,Netherlands,1300000.0,6000.0,ST
13737,Sandeiro Leal,36,1988-02-29,187.96,76.2,69,69,Brazil,1000000.0,10000.0,CAM
13740,Gégé,36,1988-02-24,182.88,83.0,69,69,Cape Verde,775000.0,9000.0,CB
13742,C. Benschop,35,1989-08-21,190.5,89.8,69,69,Curacao,1100000.0,14000.0,ST
13744,Y. Salmier,32,1992-11-21,187.96,84.8,69,72,France,1100000.0,8000.0,CB
13750,D. Nugent,39,1985-05-02,154.94,76.2,69,69,England,650000.0,21000.0,ST
13752,Z. Youssouf,25,1999-07-11,182.88,81.2,69,81,France,1700000.0,8000.0,CM
13756,I. Ghaleb,34,1990-09-28,175.26,76.2,69,69,Saudi Arabia,875000.0,15000.0,CDM
13757,C. Janker,39,1985-02-14,185.42,78.0,69,69,Germany,425000.0,10000.0,CB
13759,S. Gonther,38,1986-12-15,185.42,88.0,69,69,Germany,700000.0,9000.0,CB
13761,A. La Gumina,28,1996-03-06,182.88,78.0,69,77,Italy,1600000.0,7000.0,ST
13762,P. Kirkevold,34,1990-11-10,185.42,89.8,69,69,Norway,1100000.0,6000.0,ST
13763,S. Muwashar,36,1988-10-05,175.26,64.0,69,69,Saudi Arabia,1000000.0,18000.0,LM
13767,M. Torrén,36,1988-08-12,175.26,71.2,69,69,Argentina,825000.0,6000.0,CB
13769,R. Leipertz,31,1993-02-01,182.88,82.1,69,70,Germany,1200000.0,7000.0,RM
13770,S. Dursun,33,1991-10-19,190.5,79.8,69,70,Germany,1300000.0,11000.0,ST
13771,A. Richards,33,1991-04-12,175.26,74.8,69,69,Wales,875000.0,19000.0,RB
13772,C. Evans,34,1990-07-30,154.94,68.9,69,69,Northern Ireland,875000.0,18000.0,CDM
13773,S. Papagiannopoulos,34,1990-09-05,190.5,88.0,69,69,Sweden,875000.0,9000.0,CB
13774,J. Olsson,41,1983-03-10,193.04,83.9,69,69,Sweden,250000.0,15000.0,CB
13776,Caio Tafarell,32,1992-02-29,182.88,76.2,69,69,Brazil,925000.0,6000.0,CDM
13779,P. Filipović,34,1990-09-14,187.96,83.0,69,70,Germany,1000000.0,8000.0,CB
13781,E. Rolland,35,1989-03-03,182.88,83.0,69,69,France,1000000.0,8000.0,CM
13784,F. Kiss,34,1990-10-13,185.42,74.8,69,69,Slovakia,875000.0,12000.0,CDM
13786,F. Hartherz,31,1993-05-29,187.96,83.0,69,73,Germany,1100000.0,7000.0,LB
13787,D. Ward,34,1990-12-09,154.94,72.1,69,69,England,1100000.0,22000.0,ST
13790,A. Aseri,30,1994-02-26,167.64,64.0,69,71,Saudi Arabia,1300000.0,15000.0,RM
13796,B. Halimi,30,1994-12-12,170.18,68.0,69,75,Kosovo,1400000.0,11000.0,CM
13797,A. Feick,36,1988-04-01,152.4,78.9,69,69,Germany,750000.0,6000.0,LB
13799,A. Spörle,29,1995-07-13,185.42,76.2,69,78,Argentina,1400000.0,6000.0,LB
13801,M. Olsson,36,1988-05-17,154.94,68.0,69,69,Sweden,750000.0,18000.0,LB
13803,S. Eduok,30,1994-01-31,175.26,82.1,69,72,Nigeria,1300000.0,6000.0,RM
13804,D. Graham,39,1985-08-12,182.88,87.1,69,69,England,850000.0,21000.0,ST
13805,Nano,29,1995-02-05,172.72,77.1,69,74,Spain,1400000.0,10000.0,ST
13808,H. Mier,35,1989-08-25,182.88,73.0,69,70,Mexico,950000.0,16000.0,CB
13809,A. Zreľák,30,1994-05-05,182.88,79.8,69,74,Slovakia,1400000.0,11000.0,ST
13810,Ramón Folch,35,1989-10-04,182.88,78.0,69,69,Spain,1000000.0,6000.0,CM
13811,L. Ridgewell,40,1984-07-21,187.96,78.9,69,69,England,425000.0,12000.0,CB
13815,Pinillos,32,1992-10-22,182.88,73.9,69,72,Spain,1100000.0,6000.0,LB
13817,A. Sepúlveda,33,1991-02-15,154.94,74.8,69,69,Mexico,1100000.0,7000.0,RM
13818,B. Manuel,27,1997-03-28,170.18,68.9,69,78,Belgium,1600000.0,6000.0,RW
13823,R. Munsy,35,1989-07-09,187.96,89.8,69,69,DR Congo,1100000.0,9000.0,ST
13824,A. Isak,25,1999-09-21,190.5,73.9,69,83,Sweden,2200000.0,11000.0,ST
13825,Villalibre,27,1997-09-30,182.88,87.1,69,76,Spain,1500000.0,9000.0,ST
13826,Aleix Febas,28,1996-02-22,172.72,64.0,69,78,Spain,1600000.0,44000.0,CM
13828,G. Stewart,34,1990-03-17,152.4,73.0,69,69,Scotland,1100000.0,14000.0,CAM
13829,C. Lombardi,29,1995-08-19,154.94,74.8,69,74,Italy,1400000.0,19000.0,LW
13834,K. Mokotjo,33,1991-03-11,175.26,72.1,69,70,South Africa,1200000.0,19000.0,CM
13835,P. Velthuizen,38,1986-11-03,187.96,88.0,69,69,Netherlands,650000.0,6000.0,GK
13837,Zapater,39,1985-06-13,154.94,79.8,70,70,Spain,1000000.0,6000.0,CM
13838,Crivellaro,35,1989-02-18,182.88,78.0,70,70,Brazil,1700000.0,8000.0,CAM
13840,Eltson Marques,32,1992-02-29,187.96,88.0,70,70,Brazil,1500000.0,13000.0,CB
13842,S. Kitsiou,31,1993-09-28,172.72,69.9,70,74,Greece,1900000.0,10000.0,RB
13843,E. Ambrose,36,1988-10-18,190.5,69.9,70,70,Nigeria,1400000.0,22000.0,CB
13844,Nuno André Coelho,38,1986-01-07,193.04,82.1,70,70,Portugal,1000000.0,6000.0,CB
13846,S. Magnasco,32,1992-09-28,175.26,72.1,70,71,Chile,1700000.0,6000.0,RB
13848,Carlos Martínez,38,1986-04-09,187.96,78.9,70,70,Spain,975000.0,6000.0,RB
13851,F. Malbašić,32,1992-11-18,182.88,78.9,70,73,Serbia,2300000.0,7000.0,ST
13852,Matheus,32,1992-01-22,193.04,88.0,70,72,Brazil,1800000.0,7000.0,CB
13853,T. Sparv,37,1987-02-20,193.04,83.9,70,70,Finland,1500000.0,13000.0,CM
13855,O. Oularé,28,1996-01-08,195.58,98.9,70,77,Belgium,2500000.0,25000.0,ST
13859,G. Hairemans,33,1991-10-21,182.88,76.2,70,71,Belgium,2100000.0,7000.0,CAM
13861,A. Tziolis,39,1985-02-13,190.5,89.8,70,70,Greece,725000.0,11000.0,CDM
13862,N. Zaniolo,25,1999-07-02,190.5,78.9,70,87,Italy,3700000.0,14000.0,CAM
13863,G. Prömel,29,1995-01-09,182.88,78.0,70,77,Germany,2500000.0,15000.0,CM
13866,F. Peluso,40,1984-01-20,187.96,82.1,70,70,Italy,500000.0,23000.0,LB
13867,M. Bokadi,32,1992-05-21,185.42,79.8,70,74,DR Congo,1900000.0,8000.0,CB
13868,I. Brown,27,1997-01-07,182.88,69.9,70,78,England,2600000.0,17000.0,CAM
13869,C. Cisneros,31,1993-08-30,175.26,73.9,70,72,Mexico,2200000.0,17000.0,LM
13871,Bruno Gallo,36,1988-05-07,182.88,73.9,70,70,Brazil,1600000.0,6000.0,CM
13872,B. Hämäläinen,35,1989-05-29,152.4,79.8,70,70,Denmark,1400000.0,11000.0,CB
13873,C. Mepham,27,1997-11-05,190.5,74.8,70,79,Wales,2400000.0,20000.0,CB
13874,H. Faik,32,1992-03-19,190.5,78.0,70,72,Netherlands,2100000.0,9000.0,CM
13876,D. Kownacki,27,1997-03-14,187.96,74.8,70,82,Poland,3200000.0,15000.0,ST
13878,L. Galeano,33,1991-08-02,182.88,83.9,70,72,Argentina,1800000.0,7000.0,CB
13880,Flávio,30,1994-05-12,190.5,86.2,70,75,Brazil,2000000.0,6000.0,CB
13882,N. Pérez,24,2000-06-24,185.42,74.8,70,84,Argentina,3300000.0,9000.0,CB
13883,E. Elmas,25,1999-09-24,182.88,73.9,70,83,FYR Macedonia,3100000.0,15000.0,CM
13884,Luisinho,33,1991-03-10,175.26,67.1,70,70,Brazil,1900000.0,14000.0,RM
13886,Milton Menceiros,32,1992-02-29,182.88,83.9,70,70,Brazil,1500000.0,11000.0,CB
13889,V. Malcorra,37,1987-07-24,170.18,73.9,70,70,Argentina,1600000.0,12000.0,CM
13890,S. Asamoah,30,1994-03-23,162.56,64.0,70,75,Ghana,2000000.0,6000.0,CDM
13892,M. Maddison,31,1993-09-26,154.94,71.2,70,73,England,2300000.0,6000.0,RM
13894,E. Brignola,25,1999-07-08,167.64,71.2,70,84,Italy,3700000.0,12000.0,CAM
13898,A. Bodzek,39,1985-09-07,182.88,81.2,70,70,Poland,1000000.0,15000.0,CDM
13899,E. Ersoy,27,1997-02-13,187.96,82.1,70,80,Turkey,2500000.0,7000.0,CB
13900,J. Zacaría,34,1990-02-06,172.72,76.2,70,70,Argentina,1800000.0,8000.0,LM
13903,P. Kanstrup,35,1989-02-21,187.96,81.2,70,70,Denmark,1400000.0,8000.0,CB
13904,L. Vido,27,1997-02-03,182.88,74.8,70,80,Italy,2900000.0,12000.0,ST
13905,B. Rienstra,34,1990-06-05,182.88,67.1,70,70,Netherlands,1800000.0,6000.0,CM
13908,Ivanildo Fernandes,28,1996-03-26,193.04,84.8,70,79,Portugal,2400000.0,6000.0,CB
13909,N. Reniero,29,1995-03-18,182.88,78.9,70,79,Argentina,2800000.0,11000.0,ST
13914,F. Al Ansari,37,1987-02-25,195.58,73.0,70,70,Kuwait,1200000.0,13000.0,CDM
13918,C. Walton,29,1995-11-09,195.58,74.8,70,79,England,2100000.0,15000.0,GK
13919,S. Bain,33,1991-11-22,154.94,83.9,70,74,Scotland,1600000.0,20000.0,GK
13920,Manu Barreiro,38,1986-07-08,190.5,81.2,70,70,Spain,1600000.0,6000.0,ST
13921,Bernardo Motinho,32,1992-02-29,152.4,73.9,70,70,Brazil,1500000.0,14000.0,RB
13923,J. Joronen,31,1993-03-21,198.12,88.9,70,74,Finland,1600000.0,8000.0,GK
13926,I. Obradović,36,1988-07-25,154.94,79.8,70,70,Serbia,1300000.0,11000.0,LB
13927,K. Watanabe,38,1986-08-10,182.88,77.1,70,70,Japan,1600000.0,8000.0,ST
13928,Vítor Bruno,34,1990-01-13,170.18,64.9,70,70,Portugal,1400000.0,7000.0,LB
13930,D. Batth,34,1990-09-21,190.5,89.8,70,72,England,1700000.0,21000.0,CB
13931,Rogério,26,1998-01-13,152.4,69.9,70,85,Brazil,3900000.0,32000.0,LM
13932,Y. Gomis,32,1992-02-03,154.94,76.2,70,71,Senegal,2100000.0,7000.0,ST
13934,J. Komar,28,1996-08-13,187.96,82.1,70,80,Argentina,2500000.0,6000.0,CB
13935,F. Ballas,31,1993-01-08,195.58,96.2,70,73,Germany,1900000.0,10000.0,CB
13936,M. Saymak,31,1993-02-11,170.18,63.0,70,73,Netherlands,2200000.0,8000.0,CAM
13937,C. Eiting,26,1998-02-11,152.4,76.2,70,79,Netherlands,2700000.0,7000.0,CM
13938,Ademilson,30,1994-01-09,175.26,73.9,70,74,Brazil,2400000.0,7000.0,ST
13939,C. Zimmermann,31,1993-01-12,193.04,92.1,70,75,Germany,2000000.0,14000.0,CB
13941,Daguinho Parrela,40,1984-02-29,185.42,81.2,70,70,Brazil,500000.0,13000.0,RB
13944,G. Magnani,29,1995-10-04,190.5,87.1,70,80,Italy,2500000.0,20000.0,CB
13945,M. Lacen,40,1984-05-15,175.26,73.9,70,70,Algeria,550000.0,6000.0,CDM
13946,B. Johnson,37,1987-04-28,152.4,68.0,70,70,England,1200000.0,21000.0,CDM
13955,J. Cevallos,29,1995-01-18,185.42,76.2,70,75,Ecuador,2400000.0,7000.0,CAM
13956,P. Bauer,32,1992-10-28,193.04,88.0,70,75,Germany,2000000.0,7000.0,CB
13958,A. Cissokho,37,1987-09-15,154.94,78.9,70,70,France,1300000.0,9000.0,LB
13962,M. Ingvartsen,28,1996-01-04,185.42,83.9,70,76,Denmark,2500000.0,9000.0,ST
13963,J. Pi,31,1993-09-24,154.94,73.9,70,75,France,2000000.0,12000.0,CDM
13964,A. Rocha,32,1992-11-06,167.64,68.0,70,71,Mexico,2100000.0,6000.0,CM
13966,L. Kübler,32,1992-08-30,182.88,73.0,70,71,Germany,1700000.0,12000.0,RB
13968,E. Tercero,28,1996-05-06,182.88,68.9,70,77,Mexico,2100000.0,21000.0,CB
13969,Flávio Rebeilo,32,1992-02-29,175.26,68.9,70,70,Brazil,1500000.0,9000.0,LB
13970,N. Stojiljković,32,1992-08-17,182.88,76.2,70,73,Serbia,2300000.0,8000.0,ST
13971,Jeong Seung Hyun,30,1994-04-03,187.96,88.9,70,76,Korea Republic,2100000.0,6000.0,CB
13972,D. Petrić,36,1988-05-24,187.96,79.8,70,70,Serbia,1100000.0,9000.0,GK
13973,Platiny,34,1990-10-02,152.4,71.2,70,70,Brazil,1900000.0,7000.0,ST
13976,A. Ferrari,30,1994-07-01,182.88,69.9,70,75,Italy,2000000.0,13000.0,RB
13977,A. Niane,31,1993-06-16,182.88,69.9,70,73,Mali,2300000.0,9000.0,ST
13978,M. Terrazzino,33,1991-04-15,152.4,77.1,70,70,Germany,1900000.0,13000.0,LM
13984,J. Dompé,29,1995-08-12,170.18,64.9,70,75,France,2400000.0,11000.0,LW
13986,Fábio Sturgeon,30,1994-02-04,182.88,68.9,70,73,Portugal,2300000.0,6000.0,RM
13987,F. Meza,34,1990-03-21,175.26,73.9,70,71,Argentina,1600000.0,8000.0,CB
13988,Li Xuepeng,36,1988-09-18,185.42,76.2,70,70,China PR,1300000.0,10000.0,LB
